"OutphaseC4_016 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_OutphaseC4\runs\OutphaseC4_016.tcf]","Time (h)","Q 2 [OutphaseC4_016]","Q 3 [OutphaseC4_016]","Q 4 [OutphaseC4_016]","Q 5 [OutphaseC4_016]","Q 6 [OutphaseC4_016]","Q 7 [OutphaseC4_016]","Q 1 [OutphaseC4_016]","Q  8 [OutphaseC4_016]"
          14,        0.108333,        -49.8162,        -42.9513,        -37.7171,        -26.2754,         -2.1050,          0.0000,        -49.9809,         -0.0000
          15,        0.116667,        -49.8896,        -44.4824,        -40.2394,        -29.3301,         -7.5116,          0.0000,        -49.8168,          0.0009
          16,        0.125000,        -49.9568,        -45.6050,        -42.2582,        -32.2070,        -13.0983,         -1.2207,        -50.0356,         -0.0004
          17,        0.133333,        -49.9721,        -46.4971,        -43.8213,        -35.0192,        -18.5706,         -1.6357,        -50.0351,         -0.0002
          18,        0.141667,        -49.9735,        -47.2325,        -45.0968,        -37.4577,        -23.5771,         -4.1428,        -49.9654,          0.0005
          19,        0.150000,        -49.9889,        -47.7981,        -46.1066,        -39.5699,        -27.9924,         -6.4966,        -50.0204,          0.0002
          20,        0.158333,        -49.9770,        -48.2631,        -46.8972,        -41.3963,        -31.7890,         -9.5583,        -50.0167,         -1.6518
          21,        0.166667,        -49.9706,        -48.6042,        -47.5303,        -42.9071,        -34.9887,        -13.5659,        -49.9892,         -5.4435
          22,        0.175000,        -49.9872,        -48.9060,        -48.0387,        -44.2016,        -37.5998,        -17.6714,        -50.0211,        -10.2072
          23,        0.183333,        -49.9875,        -49.1213,        -48.4327,        -45.2730,        -39.3986,        -21.8535,        -50.0106,        -15.1677
          24,        0.191667,        -49.9925,        -49.3015,        -48.7542,        -46.1281,        -40.8798,        -25.7762,        -49.9912,        -19.9750
          25,        0.200000,        -49.9936,        -49.4477,        -49.0087,        -46.8530,        -42.3633,        -29.3647,        -50.0137,        -24.4171
          26,        0.208333,        -49.9894,        -49.5570,        -49.2081,        -47.4480,        -43.6345,        -32.5633,        -50.0089,        -28.3669
          27,        0.216667,        -49.9883,        -49.6504,        -49.3718,        -47.9282,        -44.7016,        -35.3470,        -49.9874,        -31.8270
          28,        0.225000,        -49.9949,        -49.7228,        -49.4993,        -48.3129,        -45.6078,        -37.7528,        -50.0111,        -34.8018
          29,        0.233333,        -49.9923,        -49.7754,        -49.6017,        -48.6303,        -46.3692,        -39.7887,        -50.0133,        -37.3439
          30,        0.241667,        -49.9947,        -49.8193,        -49.6844,        -48.8961,        -46.9985,        -41.5237,        -49.9867,        -39.4740
          31,        0.250000,        -49.9975,        -49.8594,        -49.7453,        -49.0965,        -47.5410,        -42.9795,        -50.0077,        -41.2721
          32,        0.258333,        -50.0004,        -49.8851,        -49.7959,        -49.2667,        -47.9644,        -44.1795,        -50.0104,        -42.7728
          33,        0.266667,        -49.9938,        -49.9099,        -49.8386,        -49.4107,        -48.3385,        -45.1905,        -49.9864,        -44.0216
          34,        0.275000,        -50.0007,        -49.9312,        -49.8725,        -49.5181,        -48.6333,        -46.0374,        -50.0046,        -45.0600
          35,        0.283333,        -50.0006,        -49.9395,        -49.8968,        -49.6106,        -48.8781,        -46.7254,        -50.0121,        -45.9216
          36,        0.291667,        -49.9935,        -49.9552,        -49.9197,        -49.6871,        -49.0791,        -47.3046,        -49.9900,        -46.6335
          37,        0.300000,        -50.0029,        -49.9654,        -49.9362,        -49.7443,        -49.2514,        -47.7786,        -50.0038,        -47.2239
          38,        0.308333,        -50.0009,        -49.9683,        -49.9481,        -49.7954,        -49.3861,        -48.1741,        -50.0105,        -47.7099
          39,        0.316667,        -49.9988,        -49.9779,        -49.9597,        -49.8352,        -49.5007,        -48.4959,        -49.9876,        -48.1139
          40,        0.325000,        -50.0020,        -49.9838,        -49.9685,        -49.8634,        -49.5907,        -48.7591,        -50.0008,        -48.4467
          41,        0.333333,        -50.0009,        -49.9842,        -49.9743,        -49.8905,        -49.6667,        -48.9785,        -50.0075,        -48.7184
          42,        0.341667,        -50.0013,        -49.9891,        -49.9802,        -49.9142,        -49.7299,        -49.1617,        -49.9912,        -48.9467
          43,        0.350000,        -50.0016,        -49.9928,        -49.9839,        -49.9280,        -49.7789,        -49.3137,        -50.0016,        -49.1356
          44,        0.358333,        -50.0007,        -49.9926,        -49.9871,        -49.9440,        -49.8189,        -49.4375,        -50.0050,        -49.2904
          45,        0.366667,        -49.9970,        -49.9966,        -49.9910,        -49.9546,        -49.8547,        -49.5373,        -49.9905,        -49.4175
          46,        0.375000,        -50.0013,        -49.9982,        -49.9919,        -49.9616,        -49.8816,        -49.6204,        -50.0025,        -49.5207
          47,        0.383333,        -49.9988,        -49.9958,        -49.9929,        -49.9706,        -49.9019,        -49.6889,        -50.0033,        -49.6064
          48,        0.391667,        -49.9977,        -49.9994,        -49.9958,        -49.9764,        -49.9201,        -49.7427,        -49.9933,        -49.6778
          49,        0.400000,        -50.0017,        -49.9994,        -49.9958,        -49.9794,        -49.9352,        -49.7903,        -50.0018,        -49.7339
          50,        0.408333,        -49.9958,        -49.9969,        -49.9960,        -49.9841,        -49.9479,        -49.8299,        -50.0032,        -49.7828
          51,        0.416667,        -49.9980,        -50.0004,        -49.9987,        -49.9870,        -49.9579,        -49.8605,        -49.9935,        -49.8222
          52,        0.425000,        -50.0017,        -50.0020,        -49.9976,        -49.9876,        -49.9657,        -49.8851,        -50.0007,        -49.8546
          53,        0.433333,        -50.0007,        -49.9967,        -49.9977,        -49.9931,        -49.9724,        -49.9059,        -50.0011,        -49.8813
          54,        0.441667,        -49.9980,        -50.0010,        -49.9998,        -49.9920,        -49.9776,        -49.9237,        -49.9987,        -49.9029
          55,        0.450000,        -50.0024,        -50.0003,        -49.9992,        -49.9937,        -49.9815,        -49.9371,        -50.0006,        -49.9202
          56,        0.458333,        -49.9998,        -49.9988,        -49.9985,        -49.9981,        -49.9847,        -49.9485,        -49.9999,        -49.9353
          57,        0.466667,        -49.9990,        -50.0013,        -50.0002,        -49.9985,        -49.9892,        -49.9587,        -49.9998,        -49.9470
          58,        0.475000,        -49.9994,        -50.0027,        -50.0003,        -49.9960,        -49.9910,        -49.9658,        -50.0003,        -49.9563
          59,        0.483333,        -50.0010,        -49.9989,        -49.9981,        -49.9986,        -49.9921,        -49.9717,        -49.9968,        -49.9650
          60,        0.491667,        -50.0001,        -49.9986,        -50.0002,        -49.9997,        -49.9945,        -49.9794,        -49.9992,        -49.9715
          61,        0.500000,        -50.0006,        -50.0017,        -50.0007,        -49.9981,        -49.9954,        -49.9810,        -49.9999,        -49.9763
          62,        0.508333,        -50.0003,        -49.9996,        -49.9993,        -49.9987,        -49.9949,        -49.9861,        -50.0010,        -49.9811
          63,        0.516667,        -49.9984,        -49.9987,        -49.9997,        -50.0006,        -49.9977,        -49.9879,        -50.0003,        -49.9844
          64,        0.525000,        -50.0000,        -50.0014,        -50.0002,        -49.9991,        -49.9979,        -49.9897,        -50.0004,        -49.9877
          65,        0.533333,        -50.0006,        -49.9995,        -50.0004,        -50.0002,        -49.9977,        -49.9912,        -49.9997,        -49.9897
          66,        0.541667,        -49.9990,        -49.9993,        -50.0001,        -50.0011,        -49.9979,        -49.9939,        -50.0013,        -49.9919
          67,        0.550000,        -50.0000,        -50.0007,        -50.0004,        -49.9987,        -49.9990,        -49.9952,        -49.9984,        -49.9932
          68,        0.558333,        -50.0007,        -49.9987,        -49.9991,        -49.9994,        -49.9988,        -49.9949,        -50.0004,        -49.9945
          69,        0.566667,        -49.9980,        -49.9985,        -49.9993,        -50.0006,        -49.9992,        -49.9964,        -50.0003,        -49.9959
          70,        0.575000,        -49.9997,        -50.0006,        -50.0006,        -50.0004,        -49.9993,        -49.9980,        -50.0000,        -49.9961
          71,        0.583333,        -50.0001,        -50.0011,        -49.9993,        -50.0000,        -49.9988,        -49.9972,        -49.9997,        -49.9968
          72,        0.591667,        -49.9997,        -50.0003,        -49.9999,        -49.9996,        -49.9989,        -49.9983,        -50.0004,        -49.9979
          73,        0.600000,        -49.9989,        -50.0000,        -50.0010,        -49.9989,        -49.9997,        -49.9987,        -49.9996,        -49.9976
          74,        0.608333,        -50.0006,        -50.0006,        -50.0003,        -49.9995,        -49.9992,        -49.9992,        -50.0015,        -49.9982
          75,        0.616667,        -49.9991,        -49.9980,        -49.9999,        -50.0004,        -49.9998,        -49.9978,        -50.0007,        -49.9986
          76,        0.625000,        -49.9998,        -50.0010,        -50.0005,        -49.9999,        -49.9998,        -49.9996,        -49.9991,        -49.9992
          77,        0.633333,        -49.9999,        -50.0005,        -49.9996,        -50.0004,        -50.0002,        -49.9987,        -50.0012,        -49.9988
          78,        0.641667,        -49.9993,        -50.0014,        -49.9995,        -49.9996,        -49.9995,        -49.9994,        -50.0003,        -49.9993
          79,        0.650000,        -49.9996,        -50.0007,        -50.0002,        -50.0004,        -50.0001,        -49.9988,        -50.0001,        -49.9994
          80,        0.658333,        -50.0003,        -50.0005,        -49.9998,        -50.0000,        -49.9999,        -50.0000,        -50.0000,        -49.9997
          81,        0.666667,        -49.9991,        -49.9993,        -50.0000,        -50.0006,        -49.9997,        -50.0000,        -49.9998,        -50.0002
          82,        0.675000,        -49.9997,        -49.9986,        -50.0000,        -49.9989,        -50.0002,        -49.9990,        -49.9987,        -49.9996
          83,        0.683333,        -50.0002,        -50.0011,        -50.0004,        -50.0000,        -50.0002,        -49.9994,        -50.0011,        -49.9998
          84,        0.691667,        -50.0002,        -50.0006,        -49.9995,        -50.0000,        -50.0004,        -49.9995,        -49.9980,        -50.0001
          85,        0.700000,        -49.9995,        -50.0000,        -49.9998,        -50.0010,        -50.0001,        -50.0001,        -49.9988,        -49.9996
          86,        0.708333,        -50.0002,        -50.0004,        -49.9997,        -50.0005,        -50.0000,        -49.9996,        -50.0004,        -49.9992
          87,        0.716667,        -50.0000,        -49.9988,        -50.0000,        -50.0008,        -49.9998,        -50.0005,        -49.9988,        -50.0001
          88,        0.725000,        -49.9988,        -50.0000,        -50.0005,        -50.0007,        -50.0000,        -50.0007,        -50.0005,        -49.9996
          89,        0.733333,        -49.9998,        -50.0015,        -50.0002,        -49.9998,        -49.9999,        -49.9994,        -50.0008,        -49.9998
          90,        0.741667,        -49.9998,        -49.9996,        -50.0000,        -49.9992,        -49.9998,        -50.0001,        -49.9999,        -49.9999
          91,        0.750000,        -49.9995,        -49.9998,        -49.9998,        -50.0017,        -50.0001,        -50.0000,        -49.9997,        -49.9999
          92,        0.758333,        -49.9997,        -50.0004,        -50.0000,        -50.0000,        -50.0005,        -49.9988,        -50.0002,        -50.0001
          93,        0.766667,        -49.9989,        -49.9998,        -49.9996,        -49.9993,        -49.9997,        -49.9999,        -49.9996,        -49.9996
          94,        0.775000,        -49.9997,        -49.9998,        -50.0001,        -50.0001,        -49.9998,        -49.9999,        -50.0001,        -49.9999
          95,        0.783333,        -49.9994,        -49.9996,        -49.9996,        -49.9983,        -50.0004,        -49.9996,        -50.0008,        -49.9999
          96,        0.791667,        -49.9996,        -49.9995,        -50.0003,        -50.0000,        -49.9999,        -49.9997,        -50.0005,        -49.9997
          97,        0.800000,        -49.9996,        -49.9992,        -50.0002,        -50.0015,        -49.9994,        -50.0011,        -49.9994,        -50.0000
          98,        0.808333,        -49.9993,        -50.0000,        -50.0008,        -50.0010,        -50.0002,        -50.0000,        -50.0001,        -49.9995
          99,        0.816667,        -49.9999,        -50.0010,        -49.9999,        -50.0003,        -50.0000,        -50.0011,        -49.9996,        -49.9998
         100,        0.825000,        -49.9993,        -49.9996,        -49.9995,        -49.9994,        -50.0001,        -49.9998,        -49.9994,        -49.9995
         101,        0.833333,        -49.9984,        -49.9995,        -49.9997,        -49.9997,        -50.0001,        -50.0013,        -49.9996,        -49.9998
         102,        0.841667,        -49.9999,        -49.9994,        -50.0002,        -49.9986,        -50.0000,        -49.9991,        -49.9993,        -49.9996
         103,        0.850000,        -49.9994,        -49.9984,        -49.9996,        -50.0006,        -50.0004,        -49.9990,        -50.0000,        -49.9998
         104,        0.858333,        -49.9994,        -50.0001,        -49.9999,        -49.9995,        -50.0002,        -49.9998,        -50.0002,        -49.9999
         105,        0.866667,        -49.9993,        -50.0004,        -50.0002,        -49.9995,        -49.9998,        -49.9991,        -50.0014,        -49.9999
         106,        0.875000,        -49.9997,        -49.9996,        -50.0000,        -49.9992,        -50.0004,        -49.9995,        -50.0001,        -49.9997
         107,        0.883333,        -49.9994,        -49.9996,        -50.0000,        -50.0000,        -50.0002,        -50.0003,        -49.9990,        -49.9993
         108,        0.891667,        -49.9992,        -50.0004,        -49.9999,        -49.9994,        -50.0001,        -49.9987,        -50.0007,        -49.9990
         109,        0.900000,        -49.9996,        -49.9987,        -49.9999,        -49.9996,        -50.0000,        -49.9996,        -50.0001,        -49.9996
         110,        0.908333,        -49.9990,        -49.9999,        -49.9999,        -50.0008,        -50.0001,        -49.9991,        -49.9990,        -49.9990
         111,        0.916667,        -49.9996,        -50.0004,        -50.0001,        -50.0003,        -50.0002,        -49.9991,        -49.9996,        -49.9995
         112,        0.925000,        -49.9996,        -49.9992,        -49.9999,        -50.0001,        -50.0001,        -49.9993,        -50.0001,        -49.9995
         113,        0.933333,        -49.9988,        -49.9998,        -49.9999,        -50.0009,        -49.9996,        -49.9997,        -49.9994,        -49.9991
         114,        0.941667,        -49.9997,        -50.0005,        -50.0000,        -49.9991,        -50.0000,        -49.9988,        -50.0005,        -49.9995
         115,        0.950000,        -50.0000,        -49.9999,        -49.9999,        -49.9998,        -49.9995,        -49.9985,        -49.9995,        -49.9995
         116,        0.958333,        -49.9994,        -49.9993,        -49.9999,        -49.9999,        -49.9996,        -50.0002,        -49.9998,        -49.9991
         117,        0.966667,        -49.9996,        -49.9996,        -49.9999,        -49.9992,        -49.9998,        -49.9990,        -50.0004,        -49.9993
         118,        0.975000,        -49.9990,        -49.9996,        -49.9999,        -49.9992,        -49.9998,        -50.0000,        -49.9997,        -49.9995
         119,        0.983333,        -49.9992,        -49.9996,        -49.9996,        -50.0004,        -49.9991,        -49.9989,        -50.0000,        -49.9999
         120,        0.991667,        -49.9993,        -50.0005,        -49.9994,        -49.9988,        -49.9996,        -49.9988,        -50.0013,        -49.9991
         121,        1.000000,        -49.9990,        -49.9991,        -49.9994,        -49.9991,        -49.9995,        -49.9973,        -49.9996,        -49.9992
         122,        1.008333,        -49.9987,        -49.9987,        -49.9999,        -49.9999,        -49.9998,        -49.9991,        -50.0006,        -49.9991
         123,        1.016667,        -49.9992,        -50.0001,        -49.9999,        -49.9987,        -49.9998,        -49.9992,        -49.9988,        -49.9992
         124,        1.025000,        -49.9996,        -50.0004,        -50.0000,        -49.9994,        -49.9996,        -49.9993,        -50.0000,        -49.9989
         125,        1.033333,        -49.9995,        -49.9986,        -49.9998,        -49.9986,        -50.0001,        -49.9985,        -49.9997,        -49.9996
         126,        1.041667,        -49.9994,        -49.9997,        -49.9995,        -50.0006,        -50.0010,        -50.0000,        -49.9994,        -49.9991
         127,        1.050000,        -49.9994,        -49.9999,        -49.9995,        -49.9996,        -50.0009,        -50.0001,        -50.0009,        -49.9994
         128,        1.058333,        -49.9993,        -50.0002,        -49.9999,        -49.9993,        -49.9999,        -49.9993,        -50.0019,        -49.9997
         129,        1.066667,        -49.9992,        -49.9999,        -49.9999,        -50.0001,        -50.0001,        -50.0003,        -49.9995,        -49.9993
         130,        1.075000,        -49.9988,        -49.9997,        -50.0003,        -50.0001,        -50.0006,        -49.9990,        -50.0004,        -49.9997
         131,        1.083333,        -49.9995,        -49.9992,        -49.9997,        -50.0002,        -49.9999,        -49.9983,        -50.0012,        -49.9988
         132,        1.091667,        -49.9990,        -50.0002,        -49.9993,        -49.9984,        -49.9998,        -49.9989,        -50.0014,        -49.9986
         133,        1.100000,        -49.9994,        -49.9997,        -49.9995,        -50.0001,        -49.9998,        -49.9982,        -50.0002,        -49.9988
         134,        1.108333,        -49.9993,        -49.9994,        -49.9995,        -50.0004,        -49.9992,        -49.9977,        -49.9999,        -49.9982
         135,        1.116667,        -49.9990,        -49.9999,        -49.9994,        -49.9989,        -49.9991,        -49.9986,        -50.0001,        -49.9985
         136,        1.125000,        -49.9993,        -49.9995,        -49.9998,        -50.0012,        -49.9992,        -49.9995,        -50.0005,        -49.9983
         137,        1.133333,        -49.9993,        -49.9993,        -49.9995,        -49.9995,        -49.9992,        -49.9974,        -49.9991,        -49.9981
         138,        1.141667,        -49.9988,        -49.9992,        -49.9994,        -49.9992,        -49.9999,        -49.9972,        -50.0005,        -49.9981
         139,        1.150000,        -49.9986,        -49.9987,        -50.0000,        -49.9998,        -49.9996,        -49.9965,        -49.9997,        -49.9977
         140,        1.158333,        -49.9988,        -49.9998,        -49.9996,        -49.9994,        -49.9996,        -49.9976,        -49.9993,        -49.9978
         141,        1.166667,        -49.9989,        -49.9993,        -49.9998,        -49.9990,        -49.9992,        -49.9964,        -50.0001,        -49.9976
         142,        1.175000,        -49.9989,        -49.9991,        -49.9994,        -49.9978,        -49.9992,        -49.9968,        -50.0005,        -49.9974
         143,        1.183333,        -49.9990,        -49.9987,        -49.9991,        -49.9992,        -49.9991,        -49.9973,        -50.0001,        -49.9973
         144,        1.191667,        -49.9992,        -49.9992,        -49.9988,        -49.9993,        -49.9992,        -49.9969,        -49.9999,        -49.9967
         145,        1.200000,        -49.9990,        -49.9989,        -49.9988,        -49.9996,        -49.9993,        -49.9959,        -50.0008,        -49.9965
         146,        1.208333,        -49.9988,        -49.9990,        -49.9995,        -49.9996,        -49.9990,        -49.9965,        -50.0012,        -49.9967
         147,        1.216667,        -49.9991,        -49.9986,        -49.9992,        -49.9996,        -49.9989,        -49.9972,        -50.0004,        -49.9972
         148,        1.225000,        -49.9997,        -49.9992,        -49.9991,        -49.9992,        -49.9988,        -49.9955,        -49.9999,        -49.9970
         149,        1.233333,        -49.9999,        -49.9988,        -49.9996,        -49.9988,        -49.9985,        -49.9961,        -50.0007,        -49.9965
         150,        1.241667,        -49.9995,        -49.9991,        -49.9985,        -49.9987,        -49.9986,        -49.9967,        -50.0006,        -49.9964
         151,        1.250000,        -49.9997,        -49.9996,        -49.9986,        -49.9988,        -49.9979,        -49.9951,        -50.0006,        -49.9963
         152,        1.258333,        -49.9998,        -49.9987,        -49.9984,        -49.9977,        -49.9988,        -49.9947,        -50.0012,        -49.9964
         153,        1.266667,        -49.9996,        -49.9979,        -49.9987,        -49.9993,        -49.9984,        -49.9950,        -49.9993,        -49.9961
         154,        1.275000,        -49.9998,        -49.9988,        -49.9984,        -49.9983,        -49.9982,        -49.9947,        -50.0003,        -49.9957
         155,        1.283333,        -49.9997,        -49.9985,        -49.9988,        -49.9973,        -49.9982,        -49.9940,        -49.9998,        -49.9950
         156,        1.291667,        -49.9996,        -49.9990,        -49.9988,        -49.9980,        -49.9982,        -49.9950,        -50.0001,        -49.9955
         157,        1.300000,        -49.9993,        -49.9970,        -49.9984,        -49.9980,        -49.9982,        -49.9951,        -50.0004,        -49.9950
         158,        1.308333,        -49.9995,        -49.9982,        -49.9981,        -49.9991,        -49.9983,        -49.9937,        -50.0003,        -49.9951
         159,        1.316667,        -49.9998,        -49.9986,        -49.9986,        -49.9994,        -49.9979,        -49.9929,        -50.0007,        -49.9947
         160,        1.325000,        -49.9994,        -49.9980,        -49.9981,        -49.9985,        -49.9979,        -49.9948,        -49.9996,        -49.9951
         161,        1.333333,        -49.9999,        -49.9983,        -49.9978,        -49.9992,        -49.9978,        -49.9943,        -49.9993,        -49.9946
         162,        1.341667,        -49.9997,        -49.9989,        -49.9975,        -49.9995,        -49.9975,        -49.9944,        -49.9994,        -49.9942
         163,        1.350000,        -49.9996,        -49.9985,        -49.9976,        -49.9980,        -49.9981,        -49.9937,        -49.9993,        -49.9942
         164,        1.358333,        -49.9995,        -49.9987,        -49.9974,        -49.9969,        -49.9970,        -49.9930,        -49.9997,        -49.9941
         165,        1.366667,        -49.9998,        -49.9989,        -49.9974,        -49.9983,        -49.9974,        -49.9942,        -50.0002,        -49.9941
         166,        1.375000,        -50.0003,        -49.9987,        -49.9970,        -49.9981,        -49.9970,        -49.9932,        -50.0006,        -49.9943
         167,        1.383333,        -49.9998,        -49.9985,        -49.9980,        -49.9974,        -49.9971,        -49.9931,        -50.0002,        -49.9940
         168,        1.391667,        -49.9997,        -49.9999,        -49.9974,        -49.9964,        -49.9975,        -49.9913,        -49.9997,        -49.9933
         169,        1.400000,        -49.9992,        -49.9965,        -49.9975,        -49.9971,        -49.9970,        -49.9933,        -50.0010,        -49.9929
         170,        1.408333,        -49.9991,        -49.9978,        -49.9967,        -49.9969,        -49.9972,        -49.9913,        -50.0009,        -49.9928
         171,        1.416667,        -49.9996,        -49.9977,        -49.9967,        -49.9970,        -49.9969,        -49.9918,        -49.9990,        -49.9931
         172,        1.425000,        -49.9996,        -49.9975,        -49.9967,        -49.9983,        -49.9964,        -49.9921,        -50.0001,        -49.9926
         173,        1.433333,        -50.0000,        -49.9977,        -49.9970,        -49.9963,        -49.9970,        -49.9917,        -49.9996,        -49.9923
         174,        1.441667,        -49.9997,        -49.9962,        -49.9965,        -49.9980,        -49.9967,        -49.9912,        -49.9998,        -49.9925
         175,        1.450000,        -49.9997,        -49.9971,        -49.9972,        -49.9959,        -49.9963,        -49.9915,        -49.9997,        -49.9925
         176,        1.458333,        -49.9996,        -49.9968,        -49.9964,        -49.9958,        -49.9959,        -49.9917,        -49.9995,        -49.9929
         177,        1.466667,        -49.9995,        -49.9965,        -49.9965,        -49.9964,        -49.9962,        -49.9919,        -49.9989,        -49.9923
         178,        1.475000,        -49.9990,        -49.9967,        -49.9962,        -49.9955,        -49.9955,        -49.9918,        -50.0010,        -49.9923
         179,        1.483333,        -49.9994,        -49.9957,        -49.9962,        -49.9978,        -49.9957,        -49.9915,        -50.0002,        -49.9924
         180,        1.491667,        -49.9997,        -49.9967,        -49.9956,        -49.9967,        -49.9963,        -49.9917,        -50.0008,        -49.9921
         181,        1.500000,        -49.9997,        -49.9960,        -49.9960,        -49.9957,        -49.9955,        -49.9911,        -49.9997,        -49.9927
         182,        1.508333,        -49.9992,        -49.9942,        -49.9961,        -49.9967,        -49.9955,        -49.9916,        -49.9997,        -49.9926
         183,        1.516667,        -49.9997,        -49.9951,        -49.9957,        -49.9955,        -49.9954,        -49.9907,        -49.9995,        -49.9924
         184,        1.525000,        -49.9992,        -49.9960,        -49.9958,        -49.9963,        -49.9954,        -49.9919,        -49.9997,        -49.9922
         185,        1.533333,        -49.9995,        -49.9974,        -49.9955,        -49.9955,        -49.9954,        -49.9915,        -49.9997,        -49.9919
         186,        1.541667,        -49.9998,        -49.9943,        -49.9960,        -49.9966,        -49.9948,        -49.9913,        -50.0007,        -49.9921
         187,        1.550000,        -49.9999,        -49.9967,        -49.9960,        -49.9952,        -49.9952,        -49.9916,        -50.0001,        -49.9918
         188,        1.558333,        -49.9995,        -49.9953,        -49.9956,        -49.9941,        -49.9947,        -49.9913,        -49.9992,        -49.9921
         189,        1.566667,        -49.9998,        -49.9950,        -49.9950,        -49.9958,        -49.9951,        -49.9917,        -49.9995,        -49.9919
         190,        1.575000,        -49.9992,        -49.9946,        -49.9948,        -49.9944,        -49.9947,        -49.9919,        -50.0010,        -49.9925
         191,        1.583333,        -49.9993,        -49.9946,        -49.9950,        -49.9961,        -49.9951,        -49.9911,        -50.0002,        -49.9919
         192,        1.591667,        -49.9998,        -49.9960,        -49.9959,        -49.9951,        -49.9946,        -49.9921,        -49.9996,        -49.9921
         193,        1.600000,        -49.9993,        -49.9963,        -49.9951,        -49.9948,        -49.9947,        -49.9909,        -49.9996,        -49.9920
         194,        1.608333,        -49.9995,        -49.9963,        -49.9953,        -49.9944,        -49.9944,        -49.9917,        -49.9984,        -49.9920
         195,        1.616667,        -49.9995,        -49.9958,        -49.9952,        -49.9942,        -49.9947,        -49.9918,        -50.0003,        -49.9922
         196,        1.625000,        -49.9989,        -49.9961,        -49.9944,        -49.9949,        -49.9945,        -49.9912,        -50.0001,        -49.9929
         197,        1.633333,        -49.9991,        -49.9963,        -49.9955,        -49.9951,        -49.9942,        -49.9931,        -49.9999,        -49.9916
         198,        1.641667,        -49.9994,        -49.9964,        -49.9947,        -49.9956,        -49.9945,        -49.9925,        -49.9996,        -49.9924
         199,        1.650000,        -49.9995,        -49.9951,        -49.9953,        -49.9949,        -49.9942,        -49.9921,        -49.9998,        -49.9923
         200,        1.658333,        -49.9994,        -49.9953,        -49.9957,        -49.9949,        -49.9943,        -49.9918,        -50.0004,        -49.9924
         201,        1.666667,        -49.9992,        -49.9965,        -49.9950,        -49.9951,        -49.9945,        -49.9930,        -49.9999,        -49.9922
         202,        1.675000,        -50.0000,        -49.9969,        -49.9957,        -49.9946,        -49.9944,        -49.9921,        -50.0007,        -49.9923
         203,        1.683333,        -49.9995,        -49.9960,        -49.9960,        -49.9950,        -49.9946,        -49.9931,        -50.0002,        -49.9925
         204,        1.691667,        -49.9992,        -49.9965,        -49.9956,        -49.9951,        -49.9942,        -49.9925,        -49.9996,        -49.9928
         205,        1.700000,        -49.9997,        -49.9968,        -49.9960,        -49.9953,        -49.9943,        -49.9931,        -50.0006,        -49.9925
         206,        1.708333,        -49.9995,        -49.9949,        -49.9961,        -49.9948,        -49.9942,        -49.9930,        -50.0004,        -49.9926
         207,        1.716667,        -50.0000,        -49.9974,        -49.9961,        -49.9961,        -49.9946,        -49.9928,        -50.0002,        -49.9932
         208,        1.725000,        -49.9995,        -49.9974,        -49.9962,        -49.9964,        -49.9948,        -49.9925,        -49.9998,        -49.9931
         209,        1.733333,        -49.9994,        -49.9970,        -49.9959,        -49.9967,        -49.9948,        -49.9935,        -49.9999,        -49.9934
