"VanillaC4_015 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_015.tcf]","Time (h)","Q 2 [VanillaC4_015]","Q 3 [VanillaC4_015]","Q 4 [VanillaC4_015]","Q 5 [VanillaC4_015]","Q 6 [VanillaC4_015]","Q 7 [VanillaC4_015]","Q 1 [VanillaC4_015]","Q  8 [VanillaC4_015]"
          35,        0.283333,        -39.9994,        -39.9974,        -39.9937,        -39.9883,        -39.9699,        -39.9502,        -39.9996,        -39.9361
          36,        0.291667,        -39.9997,        -39.9982,        -39.9954,        -39.9907,        -39.9768,        -39.9614,        -39.9997,        -39.9498
          37,        0.300000,        -39.9995,        -39.9982,        -39.9962,        -39.9928,        -39.9816,        -39.9703,        -40.0003,        -39.9624
          38,        0.308333,        -39.9995,        -39.9987,        -39.9972,        -39.9942,        -39.9861,        -39.9769,        -39.9996,        -39.9700
          39,        0.316667,        -39.9999,        -39.9992,        -39.9978,        -39.9955,        -39.9890,        -39.9818,        -40.0000,        -39.9761
          40,        0.325000,        -39.9995,        -39.9992,        -39.9981,        -39.9966,        -39.9916,        -39.9860,        -40.0004,        -39.9821
          41,        0.333333,        -39.9996,        -39.9992,        -39.9985,        -39.9971,        -39.9936,        -39.9891,        -39.9999,        -39.9854
          42,        0.341667,        -39.9998,        -39.9996,        -39.9990,        -39.9979,        -39.9947,        -39.9916,        -39.9999,        -39.9887
          43,        0.350000,        -39.9999,        -39.9996,        -39.9989,        -39.9984,        -39.9961,        -39.9932,        -40.0005,        -39.9928
          44,        0.358333,        -39.9998,        -39.9995,        -39.9993,        -39.9986,        -39.9968,        -39.9950,        -40.0000,        -39.9928
          45,        0.366667,        -40.0000,        -40.0001,        -39.9993,        -39.9991,        -39.9976,        -39.9958,        -39.9996,        -39.9944
          46,        0.375000,        -40.0004,        -39.9998,        -39.9996,        -39.9991,        -39.9981,        -39.9967,        -40.0000,        -39.9960
          47,        0.383333,        -39.9998,        -39.9995,        -39.9997,        -39.9993,        -39.9984,        -39.9974,        -40.0003,        -39.9962
          48,        0.391667,        -40.0000,        -40.0000,        -39.9997,        -39.9995,        -39.9986,        -39.9979,        -39.9994,        -39.9987
          49,        0.400000,        -40.0004,        -40.0003,        -40.0000,        -39.9994,        -39.9989,        -39.9983,        -39.9993,        -39.9986
          50,        0.408333,        -39.9993,        -39.9998,        -39.9995,        -39.9996,        -39.9993,        -39.9989,        -40.0008,        -39.9986
          51,        0.416667,        -39.9999,        -39.9998,        -39.9999,        -39.9998,        -39.9995,        -39.9989,        -39.9998,        -39.9978
          52,        0.425000,        -40.0005,        -40.0000,        -39.9998,        -39.9999,        -39.9997,        -39.9996,        -39.9996,        -39.9991
          53,        0.433333,        -39.9997,        -39.9998,        -39.9996,        -39.9996,        -39.9997,        -39.9994,        -39.9998,        -40.0002
          54,        0.441667,        -39.9996,        -39.9998,        -39.9998,        -39.9998,        -39.9998,        -39.9994,        -40.0001,        -39.9994
          55,        0.450000,        -40.0000,        -40.0004,        -40.0001,        -39.9999,        -39.9996,        -39.9995,        -39.9994,        -39.9996
          56,        0.458333,        -40.0001,        -40.0003,        -39.9999,        -40.0000,        -39.9998,        -39.9998,        -40.0001,        -39.9994
          57,        0.466667,        -39.9999,        -40.0000,        -39.9999,        -39.9997,        -39.9999,        -40.0000,        -40.0006,        -40.0000
          58,        0.475000,        -40.0002,        -39.9998,        -39.9999,        -39.9996,        -40.0001,        -39.9998,        -39.9996,        -39.9994
          59,        0.483333,        -40.0000,        -40.0002,        -40.0001,        -40.0000,        -39.9999,        -40.0001,        -39.9997,        -40.0001
          60,        0.491667,        -39.9996,        -40.0000,        -39.9997,        -40.0002,        -39.9999,        -39.9997,        -40.0002,        -40.0000
          61,        0.500000,        -39.9999,        -39.9998,        -39.9999,        -40.0000,        -39.9997,        -40.0000,        -40.0001,        -40.0005
          62,        0.508333,        -40.0000,        -40.0002,        -40.0002,        -39.9999,        -40.0000,        -39.9999,        -39.9997,        -39.9999
          63,        0.516667,        -40.0001,        -39.9998,        -39.9998,        -39.9997,        -40.0000,        -40.0001,        -40.0004,        -40.0000
          64,        0.525000,        -39.9999,        -40.0000,        -40.0001,        -39.9999,        -40.0000,        -39.9999,        -40.0005,        -39.9990
          65,        0.533333,        -40.0002,        -40.0002,        -40.0000,        -40.0001,        -39.9996,        -39.9999,        -40.0001,        -40.0002
          66,        0.541667,        -39.9999,        -40.0000,        -39.9999,        -39.9999,        -40.0001,        -39.9999,        -40.0000,        -40.0003
          67,        0.550000,        -39.9997,        -40.0000,        -39.9999,        -39.9998,        -40.0000,        -40.0000,        -40.0000,        -40.0001
          68,        0.558333,        -39.9996,        -40.0001,        -40.0000,        -40.0002,        -39.9999,        -39.9999,        -40.0006,        -40.0011
          69,        0.566667,        -40.0004,        -40.0004,        -40.0002,        -39.9999,        -40.0000,        -40.0001,        -39.9997,        -40.0009
          70,        0.575000,        -40.0003,        -40.0001,        -39.9999,        -40.0003,        -39.9998,        -39.9998,        -39.9998,        -40.0003
          71,        0.583333,        -39.9999,        -40.0000,        -39.9997,        -40.0002,        -40.0003,        -40.0001,        -40.0000,        -39.9996
          72,        0.591667,        -40.0001,        -40.0002,        -40.0000,        -39.9999,        -39.9999,        -40.0001,        -39.9997,        -40.0000
          73,        0.600000,        -40.0002,        -39.9999,        -39.9999,        -40.0000,        -40.0000,        -40.0000,        -40.0001,        -40.0007
          74,        0.608333,        -40.0000,        -40.0003,        -40.0002,        -40.0002,        -39.9999,        -39.9998,        -39.9998,        -40.0000
          75,        0.616667,        -39.9998,        -40.0000,        -40.0000,        -40.0003,        -39.9999,        -40.0003,        -39.9993,        -40.0008
          76,        0.625000,        -40.0005,        -40.0000,        -40.0000,        -39.9999,        -40.0001,        -39.9999,        -40.0004,        -40.0005
          77,        0.633333,        -39.9996,        -39.9997,        -40.0000,        -39.9999,        -39.9999,        -40.0000,        -40.0009,        -39.9988
          78,        0.641667,        -39.9998,        -39.9996,        -39.9997,        -40.0003,        -40.0000,        -40.0002,        -39.9998,        -39.9987
          79,        0.650000,        -40.0001,        -40.0004,        -39.9999,        -40.0001,        -40.0000,        -40.0001,        -40.0001,        -39.9992
          80,        0.658333,        -40.0000,        -39.9998,        -39.9998,        -39.9999,        -40.0000,        -39.9998,        -40.0005,        -39.9991
          81,        0.666667,        -39.9998,        -39.9998,        -40.0001,        -40.0001,        -40.0000,        -40.0002,        -40.0008,        -39.9998
          82,        0.675000,        -39.9998,        -40.0002,        -40.0004,        -40.0001,        -40.0002,        -40.0002,        -39.9995,        -39.9998
          83,        0.683333,        -40.0000,        -40.0004,        -40.0000,        -40.0000,        -40.0000,        -39.9999,        -39.9997,        -39.9992
          84,        0.691667,        -40.0000,        -40.0002,        -39.9999,        -40.0000,        -40.0002,        -39.9999,        -40.0001,        -40.0008
          85,        0.700000,        -40.0000,        -40.0000,        -40.0002,        -39.9999,        -40.0000,        -40.0000,        -39.9998,        -40.0006
          86,        0.708333,        -40.0001,        -40.0004,        -40.0000,        -40.0003,        -39.9999,        -39.9999,        -40.0002,        -39.9996
          87,        0.716667,        -39.9999,        -40.0000,        -40.0003,        -40.0003,        -40.0001,        -39.9999,        -40.0004,        -40.0000
          88,        0.725000,        -39.9996,        -40.0002,        -39.9997,        -40.0002,        -40.0000,        -39.9997,        -40.0000,        -40.0008
          89,        0.733333,        -39.9999,        -40.0003,        -39.9997,        -40.0000,        -40.0003,        -39.9999,        -39.9995,        -40.0002
          90,        0.741667,        -40.0004,        -40.0000,        -40.0000,        -39.9995,        -40.0002,        -40.0000,        -40.0003,        -39.9997
          91,        0.750000,        -40.0001,        -39.9995,        -40.0000,        -39.9999,        -39.9998,        -40.0001,        -40.0003,        -39.9999
          92,        0.758333,        -40.0003,        -40.0002,        -40.0002,        -40.0000,        -40.0002,        -40.0000,        -39.9999,        -39.9995
          93,        0.766667,        -40.0002,        -39.9997,        -40.0001,        -39.9999,        -40.0000,        -39.9998,        -40.0000,        -40.0002
          94,        0.775000,        -40.0002,        -39.9997,        -39.9997,        -40.0000,        -40.0000,        -40.0002,        -39.9996,        -40.0011
          95,        0.783333,        -39.9999,        -39.9998,        -40.0000,        -40.0003,        -39.9997,        -39.9998,        -39.9995,        -40.0011
          96,        0.791667,        -40.0005,        -40.0004,        -40.0000,        -40.0001,        -40.0001,        -39.9996,        -39.9999,        -40.0007
          97,        0.800000,        -39.9999,        -39.9998,        -40.0002,        -40.0002,        -39.9999,        -40.0005,        -39.9997,        -40.0002
          98,        0.808333,        -39.9998,        -40.0001,        -39.9997,        -39.9999,        -40.0004,        -39.9999,        -40.0003,        -40.0003
          99,        0.816667,        -40.0001,        -39.9999,        -39.9999,        -39.9998,        -39.9997,        -40.0000,        -39.9993,        -40.0002
         100,        0.825000,        -40.0004,        -39.9999,        -40.0005,        -39.9997,        -39.9999,        -39.9999,        -40.0005,        -40.0006
         101,        0.833333,        -39.9997,        -39.9998,        -40.0000,        -40.0000,        -39.9999,        -40.0001,        -40.0001,        -39.9988
         102,        0.841667,        -39.9999,        -40.0000,        -39.9999,        -40.0000,        -40.0001,        -39.9999,        -39.9994,        -40.0009
         103,        0.850000,        -40.0002,        -40.0003,        -40.0000,        -39.9997,        -40.0000,        -40.0001,        -40.0002,        -40.0013
         104,        0.858333,        -39.9997,        -39.9997,        -40.0002,        -40.0000,        -40.0002,        -40.0002,        -40.0008,        -40.0003
         105,        0.866667,        -40.0000,        -40.0002,        -40.0001,        -40.0002,        -39.9999,        -40.0003,        -39.9996,        -40.0009
         106,        0.875000,        -40.0003,        -40.0002,        -40.0001,        -40.0000,        -39.9999,        -39.9998,        -39.9998,        -40.0022
         107,        0.883333,        -40.0005,        -40.0000,        -40.0000,        -39.9999,        -40.0000,        -40.0002,        -40.0004,        -39.9986
         108,        0.891667,        -39.9998,        -40.0001,        -40.0004,        -40.0002,        -40.0001,        -39.9999,        -40.0004,        -39.9998
         109,        0.900000,        -39.9996,        -40.0001,        -39.9996,        -40.0001,        -39.9999,        -40.0000,        -39.9995,        -40.0000
         110,        0.908333,        -39.9997,        -39.9999,        -40.0000,        -39.9999,        -40.0001,        -40.0001,        -40.0001,        -39.9998
         111,        0.916667,        -40.0002,        -39.9996,        -40.0002,        -40.0003,        -40.0000,        -39.9998,        -40.0002,        -40.0021
         112,        0.925000,        -40.0003,        -40.0004,        -40.0004,        -39.9999,        -40.0002,        -40.0001,        -39.9993,        -39.9981
         113,        0.933333,        -40.0003,        -40.0002,        -40.0000,        -39.9999,        -39.9999,        -40.0000,        -39.9998,        -39.9967
         114,        0.941667,        -39.9999,        -39.9999,        -39.9998,        -40.0001,        -40.0001,        -39.9994,        -40.0002,        -39.9982
         115,        0.950000,        -40.0000,        -40.0002,        -40.0000,        -39.9996,        -39.9999,        -39.9993,        -39.9997,        -40.0047
         116,        0.958333,        -40.0004,        -40.0001,        -40.0001,        -40.0003,        -39.9997,        -39.9998,        -39.9996,        -40.0026
         117,        0.966667,        -40.0001,        -40.0000,        -40.0003,        -40.0000,        -40.0004,        -40.0000,        -40.0002,        -39.9993
         118,        0.975000,        -39.9997,        -39.9999,        -40.0002,        -40.0001,        -39.9998,        -39.9997,        -39.9999,        -40.0012
         119,        0.983333,        -40.0000,        -40.0001,        -40.0002,        -40.0000,        -40.0002,        -39.9998,        -39.9996,        -40.0012
         120,        0.991667,        -40.0002,        -39.9999,        -40.0000,        -40.0000,        -40.0000,        -39.9997,        -40.0002,        -40.0103
         121,        1.000000,        -39.9998,        -39.9999,        -40.0001,        -39.9999,        -39.9999,        -39.9999,        -40.0004,        -40.0083
         122,        1.008333,        -40.0000,        -39.9998,        -40.0001,        -40.0000,        -39.9996,        -40.0055,        -40.0001,        -39.9912
         123,        1.016667,        -40.0003,        -39.9999,        -39.9999,        -40.0000,        -39.9998,        -40.0008,        -39.9995,        -39.9947
         124,        1.025000,        -39.9999,        -40.0001,        -40.0001,        -40.0001,        -39.9999,        -39.9981,        -40.0000,        -39.9977
         125,        1.033333,        -39.9999,        -39.9999,        -40.0003,        -40.0000,        -40.0006,        -39.9989,        -39.9998,        -39.9976
         126,        1.041667,        -40.0002,        -39.9999,        -40.0003,        -39.9997,        -40.0001,        -39.9992,        -40.0002,        -39.9985
         127,        1.050000,        -39.9996,        -40.0000,        -40.0000,        -40.0002,        -39.9999,        -39.9993,        -40.0003,        -39.9993
         128,        1.058333,        -39.9998,        -39.9998,        -40.0000,        -40.0002,        -39.9999,        -39.9996,        -40.0001,        -39.9995
         129,        1.066667,        -40.0001,        -40.0003,        -40.0001,        -40.0002,        -40.0000,        -39.9999,        -40.0000,        -39.9992
         130,        1.075000,        -40.0001,        -40.0001,        -40.0001,        -40.0001,        -40.0002,        -39.9997,        -40.0001,        -40.0009
         131,        1.083333,        -40.0001,        -39.9999,        -39.9998,        -40.0000,        -39.9999,        -39.9998,        -40.0003,        -40.0006
         132,        1.091667,        -39.9998,        -40.0002,        -40.0001,        -39.9999,        -40.0000,        -39.9999,        -39.9997,        -40.0003
         133,        1.100000,        -40.0002,        -40.0002,        -40.0003,        -40.0000,        -40.0004,        -40.0000,        -40.0000,        -39.9993
         134,        1.108333,        -39.9998,        -39.9999,        -39.9998,        -40.0001,        -40.0001,        -39.9998,        -40.0001,        -40.0000
         135,        1.116667,        -39.9996,        -40.0002,        -40.0000,        -39.9998,        -39.9999,        -40.0001,        -40.0001,        -39.9993
         136,        1.125000,        -39.9998,        -40.0000,        -40.0000,        -39.9999,        -40.0005,        -40.0000,        -39.9999,        -40.0008
         137,        1.133333,        -40.0004,        -40.0001,        -39.9998,        -39.9998,        -40.0001,        -40.0002,        -40.0002,        -40.0009
         138,        1.141667,        -39.9997,        -40.0000,        -40.0000,        -39.9998,        -39.9999,        -40.0000,        -40.0004,        -39.9997
         139,        1.150000,        -40.0001,        -39.9999,        -39.9995,        -40.0000,        -40.0001,        -39.9999,        -39.9998,        -39.9993
         140,        1.158333,        -39.9998,        -40.0001,        -40.0000,        -40.0003,        -40.0001,        -39.9999,        -40.0000,        -40.0003
         141,        1.166667,        -39.9998,        -39.9998,        -40.0002,        -39.9999,        -39.9998,        -40.0001,        -40.0008,        -40.0002
         142,        1.175000,        -39.9996,        -39.9999,        -39.9999,        -40.0003,        -39.9998,        -39.9997,        -40.0000,        -39.9998
         143,        1.183333,        -40.0001,        -40.0002,        -40.0001,        -40.0002,        -40.0000,        -40.0002,        -39.9999,        -39.9994
         144,        1.191667,        -40.0001,        -39.9996,        -39.9999,        -40.0001,        -39.9999,        -39.9997,        -40.0008,        -40.0000
         145,        1.200000,        -39.9998,        -39.9998,        -40.0000,        -40.0000,        -39.9999,        -40.0000,        -40.0003,        -40.0007
         146,        1.208333,        -39.9999,        -40.0000,        -40.0000,        -40.0001,        -39.9998,        -39.9999,        -39.9993,        -39.9999
         147,        1.216667,        -39.9997,        -40.0000,        -39.9999,        -39.9999,        -40.0001,        -39.9997,        -40.0003,        -39.9994
         148,        1.225000,        -39.9998,        -40.0000,        -40.0001,        -40.0003,        -40.0000,        -40.0002,        -39.9997,        -40.0001
         149,        1.233333,        -40.0001,        -40.0002,        -40.0000,        -40.0001,        -40.0000,        -40.0002,        -39.9996,        -40.0001
         150,        1.241667,        -40.0001,        -40.0001,        -39.9997,        -39.9999,        -40.0001,        -40.0001,        -40.0001,        -40.0003
         151,        1.250000,        -39.9994,        -39.9998,        -39.9998,        -40.0001,        -40.0000,        -40.0000,        -40.0007,        -40.0003
         152,        1.258333,        -39.9997,        -39.9999,        -40.0003,        -40.0002,        -40.0000,        -39.9999,        -39.9997,        -40.0002
         153,        1.266667,        -40.0001,        -40.0001,        -40.0005,        -40.0000,        -40.0002,        -40.0000,        -40.0005,        -40.0019
         154,        1.275000,        -40.0002,        -40.0000,        -39.9994,        -40.0000,        -40.0003,        -39.9999,        -40.0004,        -40.0007
         155,        1.283333,        -40.0000,        -39.9998,        -40.0001,        -39.9999,        -39.9998,        -39.9998,        -40.0003,        -40.0006
         156,        1.291667,        -40.0003,        -40.0002,        -40.0001,        -40.0000,        -39.9996,        -39.9998,        -40.0000,        -40.0009
         157,        1.300000,        -40.0000,        -39.9997,        -40.0001,        -39.9998,        -39.9999,        -40.0004,        -40.0002,        -39.9993
         158,        1.308333,        -39.9999,        -40.0001,        -40.0002,        -40.0001,        -39.9998,        -40.0000,        -40.0004,        -39.9997
         159,        1.316667,        -39.9999,        -40.0003,        -40.0002,        -39.9999,        -40.0003,        -40.0001,        -39.9996,        -40.0012
         160,        1.325000,        -40.0002,        -40.0002,        -39.9998,        -40.0000,        -40.0000,        -39.9998,        -40.0002,        -40.0006
         161,        1.333333,        -39.9997,        -39.9999,        -39.9998,        -40.0002,        -39.9997,        -40.0002,        -40.0002,        -40.0001
         162,        1.341667,        -39.9998,        -39.9998,        -39.9994,        -40.0000,        -40.0000,        -40.0000,        -39.9999,        -40.0019
         163,        1.350000,        -40.0004,        -40.0003,        -40.0000,        -40.0001,        -39.9998,        -40.0003,        -39.9999,        -39.9999
         164,        1.358333,        -40.0000,        -40.0000,        -40.0000,        -39.9998,        -40.0004,        -40.0002,        -40.0003,        -39.9990
         165,        1.366667,        -39.9997,        -39.9999,        -40.0000,        -39.9999,        -40.0002,        -39.9997,        -40.0006,        -39.9991
         166,        1.375000,        -40.0001,        -40.0002,        -39.9998,        -40.0002,        -40.0002,        -39.9999,        -39.9998,        -39.9993
         167,        1.383333,        -40.0001,        -40.0000,        -40.0000,        -39.9999,        -40.0001,        -39.9999,        -39.9999,        -40.0008
         168,        1.391667,        -39.9998,        -39.9999,        -39.9996,        -39.9999,        -40.0000,        -40.0003,        -40.0004,        -40.0012
         169,        1.400000,        -39.9995,        -40.0000,        -39.9998,        -39.9998,        -39.9999,        -40.0000,        -39.9999,        -39.9999
         170,        1.408333,        -40.0005,        -40.0002,        -40.0005,        -40.0002,        -40.0000,        -39.9999,        -40.0003,        -40.0004
         171,        1.416667,        -40.0002,        -39.9997,        -39.9998,        -40.0002,        -40.0001,        -39.9998,        -40.0002,        -40.0005
         172,        1.425000,        -39.9996,        -40.0002,        -39.9996,        -40.0000,        -40.0002,        -40.0000,        -40.0001,        -39.9998
         173,        1.433333,        -39.9999,        -40.0003,        -40.0001,        -40.0000,        -40.0000,        -40.0000,        -39.9993,        -40.0000
         174,        1.441667,        -40.0003,        -40.0001,        -39.9999,        -39.9999,        -40.0001,        -39.9998,        -39.9996,        -39.9995
         175,        1.450000,        -39.9999,        -40.0000,        -40.0002,        -39.9997,        -40.0001,        -40.0001,        -40.0003,        -40.0003
         176,        1.458333,        -39.9999,        -40.0005,        -40.0003,        -40.0004,        -39.9998,        -39.9996,        -39.9997,        -40.0004
         177,        1.466667,        -40.0003,        -39.9998,        -40.0004,        -39.9997,        -40.0002,        -40.0001,        -40.0000,        -40.0004
         178,        1.475000,        -40.0001,        -40.0001,        -39.9999,        -40.0001,        -39.9999,        -40.0000,        -40.0001,        -40.0001
         179,        1.483333,        -39.9997,        -40.0000,        -40.0001,        -40.0000,        -40.0000,        -39.9998,        -40.0000,        -40.0007
         180,        1.491667,        -40.0005,        -40.0003,        -40.0000,        -40.0000,        -39.9999,        -40.0003,        -39.9998,        -40.0004
         181,        1.500000,        -40.0000,        -40.0003,        -39.9997,        -40.0000,        -39.9996,        -39.9999,        -39.9997,        -39.9998
         182,        1.508333,        -39.9996,        -39.9997,        -40.0001,        -40.0002,        -39.9999,        -40.0005,        -40.0004,        -40.0003
         183,        1.516667,        -40.0000,        -39.9998,        -40.0001,        -40.0000,        -40.0000,        -40.0001,        -40.0000,        -40.0020
         184,        1.525000,        -40.0004,        -40.0001,        -39.9999,        -39.9999,        -40.0000,        -39.9997,        -39.9997,        -40.0012
         185,        1.533333,        -39.9996,        -40.0000,        -40.0001,        -39.9999,        -40.0000,        -39.9999,        -40.0005,        -40.0009
         186,        1.541667,        -39.9995,        -40.0001,        -40.0001,        -40.0000,        -40.0002,        -40.0001,        -39.9995,        -39.9991
         187,        1.550000,        -40.0003,        -40.0001,        -40.0003,        -40.0000,        -40.0002,        -39.9999,        -39.9997,        -40.0009
         188,        1.558333,        -39.9997,        -39.9998,        -40.0001,        -40.0001,        -40.0002,        -39.9999,        -40.0005,        -40.0020
         189,        1.566667,        -40.0000,        -40.0001,        -39.9999,        -40.0000,        -39.9999,        -39.9998,        -40.0005,        -39.9998
         190,        1.575000,        -40.0000,        -40.0004,        -39.9997,        -39.9998,        -40.0001,        -39.9998,        -39.9998,        -40.0011
         191,        1.583333,        -40.0002,        -40.0002,        -40.0000,        -39.9999,        -39.9997,        -40.0001,        -40.0003,        -39.9998
         192,        1.591667,        -39.9996,        -39.9997,        -40.0002,        -40.0000,        -39.9998,        -40.0001,        -40.0002,        -39.9997
         193,        1.600000,        -39.9999,        -40.0000,        -39.9999,        -40.0006,        -40.0001,        -40.0002,        -39.9998,        -40.0008
         194,        1.608333,        -40.0005,        -40.0001,        -40.0000,        -39.9999,        -40.0003,        -40.0001,        -40.0002,        -39.9994
         195,        1.616667,        -40.0000,        -40.0002,        -40.0002,        -40.0000,        -39.9999,        -39.9998,        -40.0005,        -40.0010
         196,        1.625000,        -39.9995,        -40.0001,        -39.9998,        -39.9997,        -40.0005,        -39.9997,        -39.9997,        -40.0003
         197,        1.633333,        -40.0002,        -40.0006,        -40.0001,        -39.9998,        -40.0001,        -40.0001,        -39.9995,        -40.0000
         198,        1.641667,        -40.0000,        -40.0004,        -40.0002,        -39.9998,        -39.9999,        -39.9998,        -40.0002,        -39.9995
         199,        1.650000,        -40.0000,        -39.9998,        -40.0001,        -40.0003,        -40.0000,        -40.0001,        -40.0002,        -40.0004
         200,        1.658333,        -40.0003,        -40.0001,        -40.0001,        -40.0000,        -40.0000,        -39.9997,        -39.9996,        -40.0021
         201,        1.666667,        -40.0001,        -40.0000,        -39.9998,        -39.9999,        -39.9999,        -39.9998,        -40.0000,        -39.9986
         202,        1.675000,        -40.0000,        -39.9997,        -40.0000,        -40.0000,        -40.0001,        -39.9996,        -40.0002,        -39.9967
         203,        1.683333,        -40.0000,        -40.0000,        -39.9999,        -39.9998,        -39.9999,        -39.9996,        -39.9998,        -39.9986
         204,        1.691667,        -40.0005,        -40.0005,        -39.9996,        -40.0003,        -40.0000,        -40.0000,        -39.9996,        -40.0022
         205,        1.700000,        -39.9997,        -39.9998,        -40.0000,        -39.9999,        -39.9997,        -40.0002,        -40.0007,        -39.9993
         206,        1.708333,        -39.9998,        -39.9998,        -40.0001,        -39.9998,        -39.9995,        -39.9999,        -40.0003,        -40.0007
         207,        1.716667,        -40.0001,        -40.0000,        -40.0001,        -39.9998,        -39.9997,        -39.9997,        -39.9994,        -40.0361
         208,        1.725000,        -40.0001,        -39.9999,        -39.9998,        -39.9996,        -40.0003,        -40.0003,        -39.9998,        -39.9730
         209,        1.733333,        -39.9993,        -39.9998,        -40.0003,        -39.9999,        -40.0000,        -40.0025,        -40.0003,        -39.9868
